sampling_campaign;site;tBeg;tEnd;sample_name;operator;value;parameter;unit;comment;siteCode;variableCode;labSampleCode;tMid
1;Lutherbrücke;2016-07-15 08:00:00;2016-07-15 10:00:00;Luth_9;;4760;Adeno;cfu/100 mL;;KWB_LUTH;Adv;O2016-16422;2016-07-15 09:00:00
1;Lutherbrücke;2016-07-15 08:00:00;2016-07-15 10:00:00;Luth_9;;770;Cond;µS/cm;;KWB_LUTH;LF;O2016-16422;2016-07-15 09:00:00
1;Lutherbrücke;2016-07-15 08:00:00;2016-07-15 10:00:00;Luth_9;<;20;Noro;cfu/100 mL;;KWB_LUTH;Nov;O2016-16422;2016-07-15 09:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;>;406060;Ecoli;MPN/100 mL;;KWB_LUTH;EColi;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;2824;Entero;MPN/100 mL;;KWB_LUTH;FaeStr;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.069;Ortho_P;mg/L;;KWB_LUTH;PO4;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.7;P_TOTAL;mg/L;;KWB_LUTH;P;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.25;NH4_N;mg/L;;KWB_LUTH;NH4;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;1.8;NO3_N;mg/L;;KWB_LUTH;NO3;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;14;AFS;mg/L;;KWB_LUTH;TSS;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;<;3;BSB5;mg/L;;KWB_LUTH;BSB;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;25;CSB;mg/L;;KWB_LUTH;CSB;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;2.24;chloro;µg/L;;KWB_LUTH;ChA;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.428;ACS;µg/L;;KWB_LUTH;ACS;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.117;ATS;µg/L;;KWB_LUTH;ATS;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.18;IOM;µg/L;;KWB_LUTH;IOM;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.259;IOP;µg/L;;KWB_LUTH;IOP;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.263;GAB;µg/L;;KWB_LUTH;GAB;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.402;BTA;µg/L;;KWB_LUTH;BTA;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.013;SMX;µg/L;;KWB_LUTH;SMX;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.022;PRI;µg/L;;KWB_LUTH;PRI;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.051;MTP;µg/L;;KWB_LUTH;MTP;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.29;MBT;µg/L;;KWB_LUTH;MBT;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.471;OLM;µg/L;;KWB_LUTH;OLM;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.082;CBZ;µg/L;;KWB_LUTH;CBZ;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.844;VSA;µg/L;;KWB_LUTH;VSA;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;1.175;CAN;µg/L;;KWB_LUTH;CAN;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.488;VAL;µg/L;;KWB_LUTH;VAL;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;50.9;Cl;mg/L;;KWB_LUTH;Cl;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;0.28;NO3_N_filtered;mg/L;;KWB_LUTH;NO3N;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;208;SO4;mg/L;;KWB_LUTH;SO4;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;350;SomPh;cfu/100 mL;;KWB_LUTH;SoCp;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;<;10;F+Ph;cfu/100 mL;;KWB_LUTH;FBp;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;2130;Adeno;cfu/100 mL;;KWB_LUTH;Adv;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;803;Cond;µS/cm;;KWB_LUTH;LF;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 10:00:00;2016-07-15 12:00:00;Luth_10;;3090;Noro;cfu/100 mL;;KWB_LUTH;Nov;O2016-16423;2016-07-15 11:00:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;>;113330;Ecoli;MPN/100 mL;;KWB_LUTH;EColi;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;983;Entero;MPN/100 mL;;KWB_LUTH;FaeStr;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.342;Ortho_P;mg/L;;KWB_LUTH;PO4;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.67;P_TOTAL;mg/L;;KWB_LUTH;P;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.21;NH4_N;mg/L;;KWB_LUTH;NH4;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;2.3;NO3_N;mg/L;;KWB_LUTH;NO3;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;10;AFS;mg/L;;KWB_LUTH;TSS;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;<;3;BSB5;mg/L;;KWB_LUTH;BSB;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;21;CSB;mg/L;;KWB_LUTH;CSB;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;3.24;chloro;µg/L;;KWB_LUTH;ChA;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.389;ACS;µg/L;;KWB_LUTH;ACS;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.081;ATS;µg/L;;KWB_LUTH;ATS;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.279;IOM;µg/L;;KWB_LUTH;IOM;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.243;IOP;µg/L;;KWB_LUTH;IOP;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.264;GAB;µg/L;;KWB_LUTH;GAB;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.425;BTA;µg/L;;KWB_LUTH;BTA;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;NA;SMX;µg/L;;KWB_LUTH;SMX;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.017;PRI;µg/L;;KWB_LUTH;PRI;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.067;MTP;µg/L;;KWB_LUTH;MTP;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.326;MBT;µg/L;;KWB_LUTH;MBT;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.527;OLM;µg/L;;KWB_LUTH;OLM;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.083;CBZ;µg/L;;KWB_LUTH;CBZ;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.934;VSA;µg/L;;KWB_LUTH;VSA;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;1.363;CAN;µg/L;;KWB_LUTH;CAN;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.414;VAL;µg/L;;KWB_LUTH;VAL;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;51.9;Cl;mg/L;;KWB_LUTH;Cl;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;0.35;NO3_N_filtered;mg/L;;KWB_LUTH;NO3N;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;211;SO4;mg/L;;KWB_LUTH;SO4;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;<;50;SomPh;cfu/100 mL;;KWB_LUTH;SoCp;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;<;10;F+Ph;cfu/100 mL;;KWB_LUTH;FBp;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;975;Adeno;cfu/100 mL;;KWB_LUTH;Adv;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;;813;Cond;µS/cm;;KWB_LUTH;LF;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 12:00:00;2016-07-15 13:00:00;Luth_11;<;20;Noro;cfu/100 mL;;KWB_LUTH;Nov;O2016-16424;2016-07-15 12:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;>;154180;Ecoli;MPN/100 mL;;KWB_LUTH;EColi;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;1990;Entero;MPN/100 mL;;KWB_LUTH;FaeStr;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.061;Ortho_P;mg/L;;KWB_LUTH;PO4;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.78;P_TOTAL;mg/L;;KWB_LUTH;P;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.13;NH4_N;mg/L;;KWB_LUTH;NH4;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;2.6;NO3_N;mg/L;;KWB_LUTH;NO3;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;5;AFS;mg/L;;KWB_LUTH;TSS;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;<;3;BSB5;mg/L;;KWB_LUTH;BSB;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;20;CSB;mg/L;;KWB_LUTH;CSB;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;1.62;chloro;µg/L;;KWB_LUTH;ChA;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.436;ACS;µg/L;;KWB_LUTH;ACS;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.116;ATS;µg/L;;KWB_LUTH;ATS;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.31;IOM;µg/L;;KWB_LUTH;IOM;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.284;IOP;µg/L;;KWB_LUTH;IOP;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.238;GAB;µg/L;;KWB_LUTH;GAB;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.429;BTA;µg/L;;KWB_LUTH;BTA;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.011;SMX;µg/L;;KWB_LUTH;SMX;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.018;PRI;µg/L;;KWB_LUTH;PRI;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.056;MTP;µg/L;;KWB_LUTH;MTP;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.294;MBT;µg/L;;KWB_LUTH;MBT;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.622;OLM;µg/L;;KWB_LUTH;OLM;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.093;CBZ;µg/L;;KWB_LUTH;CBZ;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.992;VSA;µg/L;;KWB_LUTH;VSA;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;1.339;CAN;µg/L;;KWB_LUTH;CAN;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.445;VAL;µg/L;;KWB_LUTH;VAL;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;52.4;Cl;mg/L;;KWB_LUTH;Cl;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;0.46;NO3_N_filtered;mg/L;;KWB_LUTH;NO3N;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;215;SO4;mg/L;;KWB_LUTH;SO4;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;220;SomPh;cfu/100 mL;;KWB_LUTH;SoCp;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;<;10;F+Ph;cfu/100 mL;;KWB_LUTH;FBp;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;285;Adeno;cfu/100 mL;;KWB_LUTH;Adv;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;;818;Cond;µS/cm;;KWB_LUTH;LF;O2016-16425;2016-07-15 13:30:00
1;Lutherbrücke;2016-07-15 13:00:00;2016-07-15 14:00:00;Luth_12;<;20;Noro;cfu/100 mL;;KWB_LUTH;Nov;O2016-16425;2016-07-15 13:30:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;59639000;Ecoli;MPN/100 mL;;KWB_LUTH;EColi;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;92000;Entero;MPN/100 mL;;KWB_LUTH;FaeStr;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.096;Ortho_P;mg/L;;KWB_LUTH;PO4;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.99;P_TOTAL;mg/L;;KWB_LUTH;P;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;<;0.05;NH4_N;mg/L;;KWB_LUTH;NH4;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;<;0.5;NO3_N;mg/L;;KWB_LUTH;NO3;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;23;AFS;mg/L;;KWB_LUTH;TSS;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;5;BSB5;mg/L;;KWB_LUTH;BSB;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;50;CSB;mg/L;;KWB_LUTH;CSB;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;3.64;chloro;µg/L;;KWB_LUTH;ChA;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;43.9;Cl;mg/L;;KWB_LUTH;Cl;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.24;NO3_N_filtered;mg/L;;KWB_LUTH;NO3N;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;180;SO4;mg/L;;KWB_LUTH;SO4;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.591;ACS;µg/L;;KWB_LUTH;ACS;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.196;ATS;µg/L;;KWB_LUTH;ATS;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.327;IOM;µg/L;;KWB_LUTH;IOM;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.421;IOP;µg/L;;KWB_LUTH;IOP;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.283;GAB;µg/L;;KWB_LUTH;GAB;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.383;FAA;µg/L;;KWB_LUTH;FAA;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.659;BTA;µg/L;;KWB_LUTH;BTA;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.122;MTP;µg/L;;KWB_LUTH;MTP;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.428;MBT;µg/L;;KWB_LUTH;MBT;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.03;VLX;µg/L;;KWB_LUTH;VLX;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.448;OLM;µg/L;;KWB_LUTH;OLM;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.032;GPL;µg/L;;KWB_LUTH;GPL;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;1.042;VSA;µg/L;;KWB_LUTH;VSA;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.11;CBZ;µg/L;;KWB_LUTH;CBZ;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;1.121;CAN;µg/L;;KWB_LUTH;CAN;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;0.678;VAL;µg/L;;KWB_LUTH;VAL;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;47727;SomPh;cfu/100 mL;;KWB_LUTH;SoCp;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;2590.9;F+Ph;cfu/100 mL;;KWB_LUTH;FBp;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;19672;Adeno;cfu/100 mL;;KWB_LUTH;Adv;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;;761;Cond;µS/cm;;KWB_LUTH;LF;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:00:00;2016-07-27 22:30:00;Luth_1;<;20;Noro;cfu/100 mL;;KWB_LUTH;Nov;O2016-17580;2016-07-27 22:15:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;37498000;Ecoli;MPN/100 mL;;KWB_LUTH;EColi;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;46800;Entero;MPN/100 mL;;KWB_LUTH;FaeStr;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;0.085;Ortho_P;mg/L;;KWB_LUTH;PO4;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;1.26;P_TOTAL;mg/L;;KWB_LUTH;P;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;<;0.05;NH4_N;mg/L;;KWB_LUTH;NH4;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;<;0.5;NO3_N;mg/L;;KWB_LUTH;NO3;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;31;AFS;mg/L;;KWB_LUTH;TSS;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;6;BSB5;mg/L;;KWB_LUTH;BSB;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;86;CSB;mg/L;;KWB_LUTH;CSB;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;<;1;chloro;µg/L;;KWB_LUTH;ChA;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;33.9;Cl;mg/L;;KWB_LUTH;Cl;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;0.61;NO3_N_filtered;mg/L;;KWB_LUTH;NO3N;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;129;SO4;mg/L;;KWB_LUTH;SO4;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;0.604;ACS;µg/L;;KWB_LUTH;ACS;O2016-17581;2016-07-27 23:30:00
2;Lutherbrücke;2016-07-27 22:30:00;2016-07-28 00:30:00;Luth_2;;0.157;ATS;µg/L;;KWB_LUTH;ATS;O2016-17581;2016-07-27 23:30:00
