sampling_campaign;site;tBeg;tEnd;sample_name;operator;value;parameter;unit;comment;siteCode;variableCode;labSampleCode;tMid
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;0.047;GPL;µg/L;;KWB_WEID;GPL;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;1.062;VSA;µg/L;;KWB_WEID;VSA;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;0.119;CBZ;µg/L;;KWB_WEID;CBZ;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;0.971;CAN;µg/L;;KWB_WEID;CAN;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;0.684;VAL;µg/L;;KWB_WEID;VAL;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;6820;SomPh;cfu/100 mL;;KWB_WEID;SoCp;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;318;F+Ph;cfu/100 mL;;KWB_WEID;FBp;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;25000;Adeno;cfu/100 mL;;KWB_WEID;Adv;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;722;Cond;µS/cm;;KWB_WEID;LF;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 21:30:00;2016-07-27 22:30:00;Weid_5;;13000;Noro;cfu/100 mL;;KWB_WEID;Nov;O2016-17572;2016-07-27 22:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;2049000;Ecoli;MPN/100 mL;;KWB_WEID;EColi;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;3990;Entero;MPN/100 mL;;KWB_WEID;FaeStr;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.038;Ortho_P;mg/L;;KWB_WEID;PO4;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.66;P_TOTAL;mg/L;;KWB_WEID;P;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;<;0.05;NH4_N;mg/L;;KWB_WEID;NH4;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;1.6;NO3_N;mg/L;;KWB_WEID;NO3;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;18;AFS;mg/L;;KWB_WEID;TSS;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;4;BSB5;mg/L;;KWB_WEID;BSB;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;33;CSB;mg/L;;KWB_WEID;CSB;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;2.91;chloro;µg/L;;KWB_WEID;ChA;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;45.3;Cl;mg/L;;KWB_WEID;Cl;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.41;NO3_N_filtered;mg/L;;KWB_WEID;NO3N;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;202;SO4;mg/L;;KWB_WEID;SO4;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.402;ACS;µg/L;;KWB_WEID;ACS;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.16;ATS;µg/L;;KWB_WEID;ATS;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.449;IOM;µg/L;;KWB_WEID;IOM;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.385;IOP;µg/L;;KWB_WEID;IOP;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.209;GAB;µg/L;;KWB_WEID;GAB;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.394;FAA;µg/L;;KWB_WEID;FAA;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.46;BTA;µg/L;;KWB_WEID;BTA;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.122;MTP;µg/L;;KWB_WEID;MTP;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.332;MBT;µg/L;;KWB_WEID;MBT;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.017;VLX;µg/L;;KWB_WEID;VLX;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.496;OLM;µg/L;;KWB_WEID;OLM;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.038;GPL;µg/L;;KWB_WEID;GPL;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;1.089;VSA;µg/L;;KWB_WEID;VSA;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.1;CBZ;µg/L;;KWB_WEID;CBZ;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.873;CAN;µg/L;;KWB_WEID;CAN;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;0.479;VAL;µg/L;;KWB_WEID;VAL;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;7270;SomPh;cfu/100 mL;;KWB_WEID;SoCp;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;273;F+Ph;cfu/100 mL;;KWB_WEID;FBp;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;6300;Adeno;cfu/100 mL;;KWB_WEID;Adv;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;763;Cond;µS/cm;;KWB_WEID;LF;O2016-17573;2016-07-27 23:00:00
2;Weidendammer Brücke;2016-07-27 22:30:00;2016-07-27 23:30:00;Weid_6;;6500;Noro;cfu/100 mL;;KWB_WEID;Nov;O2016-17573;2016-07-27 23:00:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;>;3200000;Ecoli;MPN/100 mL;;KWB_GUST;EColi;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;4748;Entero;MPN/100 mL;;KWB_GUST;FaeStr;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;<;0.03;Ortho_P;mg/L;;KWB_GUST;PO4;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.95;P_TOTAL;mg/L;;KWB_GUST;P;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;<;0.05;NH4_N;mg/L;;KWB_GUST;NH4;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;2.7;NO3_N;mg/L;;KWB_GUST;NO3;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;10;AFS;mg/L;;KWB_GUST;TSS;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;5;BSB5;mg/L;;KWB_GUST;BSB;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;27;CSB;mg/L;;KWB_GUST;CSB;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;<;1;chloro;µg/L;;KWB_GUST;ChA;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.618;ACS;µg/L;;KWB_GUST;ACS;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.1;ATS;µg/L;;KWB_GUST;ATS;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.311;IOM;µg/L;;KWB_GUST;IOM;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.216;IOP;µg/L;;KWB_GUST;IOP;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.347;GAB;µg/L;;KWB_GUST;GAB;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.64;BTA;µg/L;;KWB_GUST;BTA;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.018;SMX;µg/L;;KWB_GUST;SMX;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.028;PRI;µg/L;;KWB_GUST;PRI;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.089;MTP;µg/L;;KWB_GUST;MTP;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.34;MBT;µg/L;;KWB_GUST;MBT;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.658;OLM;µg/L;;KWB_GUST;OLM;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.108;CBZ;µg/L;;KWB_GUST;CBZ;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.91;VSA;µg/L;;KWB_GUST;VSA;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;1.523;CAN;µg/L;;KWB_GUST;CAN;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.667;VAL;µg/L;;KWB_GUST;VAL;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;53.4;Cl;mg/L;;KWB_GUST;Cl;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;0.63;NO3_N_filtered;mg/L;;KWB_GUST;NO3N;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;211;SO4;mg/L;;KWB_GUST;SO4;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;30200;SomPh;cfu/100 mL;;KWB_GUST;SoCp;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;NA;F+Ph;cfu/100 mL;;KWB_GUST;FBp;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;12620;Adeno;cfu/100 mL;;KWB_GUST;Adv;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;818;Cond;µS/cm;;KWB_GUST;LF;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 03:18:00;2016-07-14 04:18:00;Kron_1;;9863;Noro;cfu/100 mL;;KWB_GUST;Nov;O2016-16327;2016-07-14 03:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;3200000;Ecoli;MPN/100 mL;;KWB_GUST;EColi;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;15910;Entero;MPN/100 mL;;KWB_GUST;FaeStr;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;<;0.03;Ortho_P;mg/L;;KWB_GUST;PO4;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;1.01;P_TOTAL;mg/L;;KWB_GUST;P;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;<;0.05;NH4_N;mg/L;;KWB_GUST;NH4;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;2;NO3_N;mg/L;;KWB_GUST;NO3;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;9;AFS;mg/L;;KWB_GUST;TSS;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;7;BSB5;mg/L;;KWB_GUST;BSB;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;30;CSB;mg/L;;KWB_GUST;CSB;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;2.08;chloro;µg/L;;KWB_GUST;ChA;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.675;ACS;µg/L;;KWB_GUST;ACS;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.131;ATS;µg/L;;KWB_GUST;ATS;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.329;IOM;µg/L;;KWB_GUST;IOM;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.273;IOP;µg/L;;KWB_GUST;IOP;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.38;GAB;µg/L;;KWB_GUST;GAB;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.652;BTA;µg/L;;KWB_GUST;BTA;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.016;SMX;µg/L;;KWB_GUST;SMX;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.034;PRI;µg/L;;KWB_GUST;PRI;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.096;MTP;µg/L;;KWB_GUST;MTP;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.344;MBT;µg/L;;KWB_GUST;MBT;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.675;OLM;µg/L;;KWB_GUST;OLM;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.121;CBZ;µg/L;;KWB_GUST;CBZ;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.952;VSA;µg/L;;KWB_GUST;VSA;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;1.408;CAN;µg/L;;KWB_GUST;CAN;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.687;VAL;µg/L;;KWB_GUST;VAL;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;52.5;Cl;mg/L;;KWB_GUST;Cl;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;0.47;NO3_N_filtered;mg/L;;KWB_GUST;NO3N;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;208;SO4;mg/L;;KWB_GUST;SO4;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;36900;SomPh;cfu/100 mL;;KWB_GUST;SoCp;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;NA;F+Ph;cfu/100 mL;;KWB_GUST;FBp;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;10610;Adeno;cfu/100 mL;;KWB_GUST;Adv;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;794;Cond;µS/cm;;KWB_GUST;LF;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 04:18:00;2016-07-14 05:18:00;Kron_2;;5801;Noro;cfu/100 mL;;KWB_GUST;Nov;O2016-16328;2016-07-14 04:48:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;>;3200000;Ecoli;MPN/100 mL;;KWB_GUST;EColi;O2016-16328;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;15258;Entero;MPN/100 mL;;KWB_GUST;FaeStr;O2016-16328;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.276;Ortho_P;mg/L;;KWB_GUST;PO4;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.96;P_TOTAL;mg/L;;KWB_GUST;P;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.18;NH4_N;mg/L;;KWB_GUST;NH4;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;<;0.5;NO3_N;mg/L;;KWB_GUST;NO3;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;9;AFS;mg/L;;KWB_GUST;TSS;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;6;BSB5;mg/L;;KWB_GUST;BSB;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;45;CSB;mg/L;;KWB_GUST;CSB;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;<;1;chloro;µg/L;;KWB_GUST;ChA;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.478;ACS;µg/L;;KWB_GUST;ACS;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.11;ATS;µg/L;;KWB_GUST;ATS;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.116;IOM;µg/L;;KWB_GUST;IOM;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.188;IOP;µg/L;;KWB_GUST;IOP;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.273;GAB;µg/L;;KWB_GUST;GAB;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.434;BTA;µg/L;;KWB_GUST;BTA;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;NA;SMX;µg/L;;KWB_GUST;SMX;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;NA;PRI;µg/L;;KWB_GUST;PRI;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.08;MTP;µg/L;;KWB_GUST;MTP;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.303;MBT;µg/L;;KWB_GUST;MBT;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.57;OLM;µg/L;;KWB_GUST;OLM;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.086;CBZ;µg/L;;KWB_GUST;CBZ;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.752;VSA;µg/L;;KWB_GUST;VSA;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;1.262;CAN;µg/L;;KWB_GUST;CAN;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;0.632;VAL;µg/L;;KWB_GUST;VAL;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;47.2;Cl;mg/L;;KWB_GUST;Cl;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;<;0.1;NO3_N_filtered;mg/L;;KWB_GUST;NO3N;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;185;SO4;mg/L;;KWB_GUST;SO4;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 05:18:00;2016-07-14 06:18:00;Kron_3;;33800;SomPh;cfu/100 mL;;KWB_GUST;SoCp;O2016-16329;2016-07-14 05:48:00
1;Gustav-Heinemann Steg;2016-07-14 05:18:00;2016-07-14 06:18:00;Kron_3;;NA;F+Ph;cfu/100 mL;;KWB_GUST;FBp;O2016-16329;2016-07-14 05:48:00
1;Gustav-Heinemann Steg;2016-07-14 05:18:00;2016-07-14 06:18:00;Kron_3;;10980;Adeno;cfu/100 mL;;KWB_GUST;Adv;O2016-16329;2016-07-14 05:48:00
1;Gustav-Heinemann Steg;2016-07-14 13:03:00;2016-07-14 14:03:00;Kron_7;;690;Cond;µS/cm;;KWB_GUST;LF;O2016-16426;2016-07-14 13:33:00
1;Gustav-Heinemann Steg;2016-07-14 05:18:00;2016-07-14 06:18:00;Kron_3;;4410;Noro;cfu/100 mL;;KWB_GUST;Nov;O2016-16329;2016-07-14 05:48:00
1;Gustav-Heinemann Steg;2016-07-14 15:07:00;2016-07-14 16:07:00;Kron_8;>;3200000;Ecoli;MPN/100 mL;;KWB_GUST;EColi;O2016-16427;2016-07-14 15:37:00
1;Gustav-Heinemann Steg;2016-07-14 15:07:00;2016-07-14 16:07:00;Kron_8;;14230;Entero;MPN/100 mL;;KWB_GUST;FaeStr;O2016-16427;2016-07-14 15:37:00
1;Gustav-Heinemann Steg;2016-07-14 15:07:00;2016-07-14 16:07:00;Kron_8;<;0.03;Ortho_P;mg/L;;KWB_GUST;PO4;O2016-16427;2016-07-14 15:37:00
